timestamp,category,customer_type,unit_price,quantity,total,payment_type,Month_num,Month_name,Year_num,Day,Day_of_Week,Hour,Time_of_Day,customer_type_encoded,payment_type_encoded
2022-03-01 09:10:48,fruit,premium,0.19,1,0.19,cash,3,Mar,2022,1,Tuesday,9,Morning,3,0
2022-03-05 19:31:30,fruit,standard,0.49,1,0.49,debit card,3,Mar,2022,5,Saturday,19,Evening,4,2
2022-03-05 10:39:59,fruit,basic,4.99,1,4.99,cash,3,Mar,2022,5,Saturday,10,Morning,0,0
2022-03-07 10:27:40,fruit,premium,3.99,3,11.97,cash,3,Mar,2022,7,Monday,10,Morning,3,0
2022-03-03 15:38:50,fruit,standard,3.99,2,7.98,cash,3,Mar,2022,3,Thursday,15,Afternoon,4,0
2022-03-02 13:11:58,fruit,premium,4.49,3,13.47,e-wallet,3,Mar,2022,2,Wednesday,13,Afternoon,3,3
2022-03-04 19:14:48,fruit,premium,4.99,2,9.98,credit card,3,Mar,2022,4,Friday,19,Evening,3,1
2022-03-03 18:39:09,fruit,basic,0.49,4,1.96,debit card,3,Mar,2022,3,Thursday,18,Evening,0,2
2022-03-07 19:20:36,fruit,basic,0.49,3,1.47,e-wallet,3,Mar,2022,7,Monday,19,Evening,0,3
2022-03-05 14:54:40,fruit,non-member,0.19,2,0.38,cash,3,Mar,2022,5,Saturday,14,Afternoon,2,0
2022-03-03 13:17:10,fruit,non-member,4.49,1,4.49,e-wallet,3,Mar,2022,3,Thursday,13,Afternoon,2,3
2022-03-05 09:44:16,fruit,premium,0.49,3,1.47,debit card,3,Mar,2022,5,Saturday,9,Morning,3,2
2022-03-03 12:06:24,fruit,standard,3.99,1,3.99,e-wallet,3,Mar,2022,3,Thursday,12,Afternoon,4,3
2022-03-01 14:30:13,fruit,non-member,3.99,3,11.97,credit card,3,Mar,2022,1,Tuesday,14,Afternoon,2,1
2022-03-01 12:50:16,fruit,non-member,0.49,4,1.96,e-wallet,3,Mar,2022,1,Tuesday,12,Afternoon,2,3
2022-03-03 18:58:37,fruit,premium,0.19,2,0.38,cash,3,Mar,2022,3,Thursday,18,Evening,3,0
2022-03-04 09:15:10,fruit,standard,3.99,4,15.96,debit card,3,Mar,2022,4,Friday,9,Morning,4,2
2022-03-07 16:39:22,fruit,non-member,0.49,2,0.98,debit card,3,Mar,2022,7,Monday,16,Afternoon,2,2
2022-03-04 12:59:42,fruit,non-member,4.49,1,4.49,cash,3,Mar,2022,4,Friday,12,Afternoon,2,0
2022-03-04 14:35:07,fruit,standard,4.49,4,17.96,cash,3,Mar,2022,4,Friday,14,Afternoon,4,0
2022-03-02 18:55:53,fruit,gold,0.19,3,0.5700000000000001,debit card,3,Mar,2022,2,Wednesday,18,Evening,1,2
2022-03-02 19:36:57,fruit,standard,4.99,4,19.96,debit card,3,Mar,2022,2,Wednesday,19,Evening,4,2
2022-03-04 09:05:14,fruit,gold,0.19,1,0.19,e-wallet,3,Mar,2022,4,Friday,9,Morning,1,3
2022-03-04 13:08:54,fruit,basic,0.19,1,0.19,debit card,3,Mar,2022,4,Friday,13,Afternoon,0,2
2022-03-02 12:11:00,fruit,non-member,4.99,3,14.97,cash,3,Mar,2022,2,Wednesday,12,Afternoon,2,0
2022-03-04 15:25:40,fruit,standard,3.99,2,7.98,e-wallet,3,Mar,2022,4,Friday,15,Afternoon,4,3
2022-03-07 16:06:51,fruit,gold,3.99,4,15.96,debit card,3,Mar,2022,7,Monday,16,Afternoon,1,2
2022-03-01 14:14:18,fruit,gold,0.19,1,0.19,e-wallet,3,Mar,2022,1,Tuesday,14,Afternoon,1,3
2022-03-03 16:50:25,fruit,basic,1.49,3,4.47,e-wallet,3,Mar,2022,3,Thursday,16,Afternoon,0,3
2022-03-03 11:26:19,fruit,basic,3.99,1,3.99,debit card,3,Mar,2022,3,Thursday,11,Morning,0,2
2022-03-06 09:59:52,fruit,standard,4.49,1,4.49,cash,3,Mar,2022,6,Sunday,9,Morning,4,0
2022-03-03 14:03:01,fruit,basic,3.99,2,7.98,cash,3,Mar,2022,3,Thursday,14,Afternoon,0,0
2022-03-04 18:07:40,fruit,basic,4.49,1,4.49,credit card,3,Mar,2022,4,Friday,18,Evening,0,1
2022-03-05 15:59:23,fruit,standard,0.19,1,0.19,cash,3,Mar,2022,5,Saturday,15,Afternoon,4,0
2022-03-04 13:45:08,fruit,non-member,4.99,2,9.98,cash,3,Mar,2022,4,Friday,13,Afternoon,2,0
2022-03-06 12:58:22,fruit,gold,3.99,1,3.99,e-wallet,3,Mar,2022,6,Sunday,12,Afternoon,1,3
2022-03-05 11:54:03,fruit,non-member,4.99,1,4.99,cash,3,Mar,2022,5,Saturday,11,Morning,2,0
2022-03-01 18:04:46,fruit,gold,3.99,1,3.99,debit card,3,Mar,2022,1,Tuesday,18,Evening,1,2
2022-03-03 14:25:26,fruit,standard,3.99,4,15.96,debit card,3,Mar,2022,3,Thursday,14,Afternoon,4,2
2022-03-07 15:48:59,fruit,standard,1.49,1,1.49,e-wallet,3,Mar,2022,7,Monday,15,Afternoon,4,3
2022-03-01 10:56:02,fruit,basic,3.99,4,15.96,debit card,3,Mar,2022,1,Tuesday,10,Morning,0,2
2022-03-04 14:26:29,fruit,basic,3.99,2,7.98,cash,3,Mar,2022,4,Friday,14,Afternoon,0,0
2022-03-05 17:35:21,fruit,premium,1.49,3,4.47,credit card,3,Mar,2022,5,Saturday,17,Afternoon,3,1
2022-03-05 19:22:26,fruit,gold,3.99,2,7.98,credit card,3,Mar,2022,5,Saturday,19,Evening,1,1
2022-03-02 09:16:27,fruit,standard,1.49,3,4.47,cash,3,Mar,2022,2,Wednesday,9,Morning,4,0
2022-03-07 13:43:28,fruit,standard,0.19,1,0.19,e-wallet,3,Mar,2022,7,Monday,13,Afternoon,4,3
2022-03-05 18:59:56,fruit,premium,3.99,4,15.96,debit card,3,Mar,2022,5,Saturday,18,Evening,3,2
2022-03-02 13:07:06,fruit,non-member,4.99,2,9.98,debit card,3,Mar,2022,2,Wednesday,13,Afternoon,2,2
2022-03-02 15:01:07,fruit,gold,0.19,1,0.19,e-wallet,3,Mar,2022,2,Wednesday,15,Afternoon,1,3
2022-03-03 13:18:16,fruit,premium,4.99,2,9.98,cash,3,Mar,2022,3,Thursday,13,Afternoon,3,0
2022-03-05 09:47:10,fruit,premium,3.99,1,3.99,debit card,3,Mar,2022,5,Saturday,9,Morning,3,2
2022-03-07 16:55:08,fruit,standard,0.49,2,0.98,debit card,3,Mar,2022,7,Monday,16,Afternoon,4,2
2022-03-03 09:57:26,fruit,non-member,3.99,3,11.97,e-wallet,3,Mar,2022,3,Thursday,9,Morning,2,3
2022-03-07 09:50:09,fruit,standard,4.99,4,19.96,cash,3,Mar,2022,7,Monday,9,Morning,4,0
2022-03-02 17:20:50,fruit,standard,0.19,2,0.38,debit card,3,Mar,2022,2,Wednesday,17,Afternoon,4,2
2022-03-07 09:49:02,fruit,standard,4.99,3,14.97,e-wallet,3,Mar,2022,7,Monday,9,Morning,4,3
2022-03-06 16:28:45,fruit,basic,1.49,1,1.49,credit card,3,Mar,2022,6,Sunday,16,Afternoon,0,1
2022-03-02 09:58:39,fruit,premium,3.99,1,3.99,debit card,3,Mar,2022,2,Wednesday,9,Morning,3,2
2022-03-01 19:52:07,fruit,gold,3.99,1,3.99,credit card,3,Mar,2022,1,Tuesday,19,Evening,1,1
2022-03-05 13:10:48,fruit,standard,1.49,2,2.98,e-wallet,3,Mar,2022,5,Saturday,13,Afternoon,4,3
2022-03-03 10:13:14,fruit,standard,0.19,3,0.5700000000000001,e-wallet,3,Mar,2022,3,Thursday,10,Morning,4,3
2022-03-04 16:30:06,fruit,premium,1.49,4,5.96,credit card,3,Mar,2022,4,Friday,16,Afternoon,3,1
2022-03-07 17:34:02,fruit,non-member,0.49,2,0.98,cash,3,Mar,2022,7,Monday,17,Afternoon,2,0
2022-03-04 09:03:25,fruit,basic,3.99,2,7.98,credit card,3,Mar,2022,4,Friday,9,Morning,0,1
2022-03-07 19:06:18,fruit,basic,1.49,1,1.49,e-wallet,3,Mar,2022,7,Monday,19,Evening,0,3
2022-03-05 10:53:46,fruit,basic,3.99,3,11.97,credit card,3,Mar,2022,5,Saturday,10,Morning,0,1
2022-03-04 13:00:54,fruit,basic,4.99,3,14.97,debit card,3,Mar,2022,4,Friday,13,Afternoon,0,2
2022-03-04 17:16:25,fruit,basic,0.19,2,0.38,debit card,3,Mar,2022,4,Friday,17,Afternoon,0,2
2022-03-07 15:54:39,fruit,basic,1.49,2,2.98,credit card,3,Mar,2022,7,Monday,15,Afternoon,0,1
2022-03-06 13:30:28,fruit,gold,1.49,2,2.98,cash,3,Mar,2022,6,Sunday,13,Afternoon,1,0
2022-03-07 17:22:51,fruit,basic,3.99,2,7.98,cash,3,Mar,2022,7,Monday,17,Afternoon,0,0
2022-03-02 17:39:39,fruit,basic,1.49,1,1.49,cash,3,Mar,2022,2,Wednesday,17,Afternoon,0,0
2022-03-05 13:00:27,fruit,gold,3.99,2,7.98,debit card,3,Mar,2022,5,Saturday,13,Afternoon,1,2
2022-03-02 10:09:28,fruit,gold,3.99,4,15.96,cash,3,Mar,2022,2,Wednesday,10,Morning,1,0
2022-03-06 15:29:50,fruit,standard,4.49,4,17.96,debit card,3,Mar,2022,6,Sunday,15,Afternoon,4,2
2022-03-05 19:39:13,fruit,premium,3.99,1,3.99,cash,3,Mar,2022,5,Saturday,19,Evening,3,0
2022-03-05 09:49:39,fruit,premium,0.49,3,1.47,e-wallet,3,Mar,2022,5,Saturday,9,Morning,3,3
2022-03-02 13:44:10,fruit,gold,0.19,3,0.5700000000000001,credit card,3,Mar,2022,2,Wednesday,13,Afternoon,1,1
2022-03-01 19:01:31,fruit,premium,4.99,1,4.99,cash,3,Mar,2022,1,Tuesday,19,Evening,3,0
2022-03-03 14:53:24,fruit,premium,3.99,4,15.96,e-wallet,3,Mar,2022,3,Thursday,14,Afternoon,3,3
2022-03-03 11:01:00,fruit,standard,0.19,2,0.38,credit card,3,Mar,2022,3,Thursday,11,Morning,4,1
2022-03-01 16:06:35,fruit,non-member,3.99,1,3.99,e-wallet,3,Mar,2022,1,Tuesday,16,Afternoon,2,3
2022-03-02 13:49:27,fruit,standard,4.49,4,17.96,e-wallet,3,Mar,2022,2,Wednesday,13,Afternoon,4,3
2022-03-01 18:19:30,fruit,premium,4.49,3,13.47,debit card,3,Mar,2022,1,Tuesday,18,Evening,3,2
2022-03-04 18:40:16,fruit,non-member,1.49,4,5.96,credit card,3,Mar,2022,4,Friday,18,Evening,2,1
2022-03-02 11:31:36,fruit,non-member,4.49,1,4.49,credit card,3,Mar,2022,2,Wednesday,11,Morning,2,1
2022-03-05 16:41:06,fruit,basic,0.49,1,0.49,e-wallet,3,Mar,2022,5,Saturday,16,Afternoon,0,3
2022-03-04 12:37:41,fruit,non-member,0.49,1,0.49,credit card,3,Mar,2022,4,Friday,12,Afternoon,2,1
2022-03-05 15:38:13,fruit,premium,3.99,2,7.98,e-wallet,3,Mar,2022,5,Saturday,15,Afternoon,3,3
2022-03-04 19:57:54,fruit,premium,3.99,1,3.99,e-wallet,3,Mar,2022,4,Friday,19,Evening,3,3
2022-03-05 18:33:22,fruit,gold,3.99,2,7.98,credit card,3,Mar,2022,5,Saturday,18,Evening,1,1
2022-03-01 17:36:30,fruit,basic,3.99,2,7.98,e-wallet,3,Mar,2022,1,Tuesday,17,Afternoon,0,3
2022-03-05 14:18:57,fruit,basic,3.99,4,15.96,credit card,3,Mar,2022,5,Saturday,14,Afternoon,0,1
2022-03-03 12:25:34,fruit,standard,3.99,2,7.98,cash,3,Mar,2022,3,Thursday,12,Afternoon,4,0
2022-03-05 11:31:38,fruit,premium,3.99,3,11.97,debit card,3,Mar,2022,5,Saturday,11,Morning,3,2
2022-03-03 15:24:14,fruit,standard,0.19,4,0.76,e-wallet,3,Mar,2022,3,Thursday,15,Afternoon,4,3
2022-03-06 11:55:24,fruit,premium,0.19,2,0.38,debit card,3,Mar,2022,6,Sunday,11,Morning,3,2
2022-03-04 11:59:16,fruit,standard,3.99,2,7.98,credit card,3,Mar,2022,4,Friday,11,Morning,4,1
2022-03-04 11:26:28,fruit,standard,0.49,4,1.96,credit card,3,Mar,2022,4,Friday,11,Morning,4,1
2022-03-02 15:38:44,fruit,non-member,3.99,3,11.97,cash,3,Mar,2022,2,Wednesday,15,Afternoon,2,0
2022-03-05 18:43:33,fruit,basic,0.49,2,0.98,cash,3,Mar,2022,5,Saturday,18,Evening,0,0
2022-03-01 13:32:42,fruit,gold,0.19,3,0.5700000000000001,debit card,3,Mar,2022,1,Tuesday,13,Afternoon,1,2
2022-03-02 12:09:56,fruit,basic,0.19,2,0.38,e-wallet,3,Mar,2022,2,Wednesday,12,Afternoon,0,3
2022-03-07 18:56:03,fruit,gold,1.49,2,2.98,credit card,3,Mar,2022,7,Monday,18,Evening,1,1
2022-03-05 16:24:37,fruit,gold,3.99,4,15.96,e-wallet,3,Mar,2022,5,Saturday,16,Afternoon,1,3
2022-03-07 16:53:09,fruit,gold,1.49,3,4.47,debit card,3,Mar,2022,7,Monday,16,Afternoon,1,2
2022-03-03 14:49:49,vegetables,basic,0.49,1,0.49,e-wallet,3,Mar,2022,3,Thursday,14,Afternoon,0,3
2022-03-07 16:47:55,vegetables,standard,4.99,1,4.99,e-wallet,3,Mar,2022,7,Monday,16,Afternoon,4,3
2022-03-01 19:34:30,vegetables,basic,1.99,4,7.96,credit card,3,Mar,2022,1,Tuesday,19,Evening,0,1
2022-03-03 11:26:05,vegetables,non-member,1.19,4,4.76,cash,3,Mar,2022,3,Thursday,11,Morning,2,0
2022-03-02 13:29:24,vegetables,non-member,1.99,3,5.97,cash,3,Mar,2022,2,Wednesday,13,Afternoon,2,0
2022-03-06 12:19:15,vegetables,basic,1.19,3,3.57,cash,3,Mar,2022,6,Sunday,12,Afternoon,0,0
2022-03-06 16:34:29,vegetables,standard,1.99,2,3.98,debit card,3,Mar,2022,6,Sunday,16,Afternoon,4,2
2022-03-02 16:11:37,vegetables,premium,4.19,4,16.76,debit card,3,Mar,2022,2,Wednesday,16,Afternoon,3,2
2022-03-07 17:03:53,vegetables,standard,1.49,1,1.49,e-wallet,3,Mar,2022,7,Monday,17,Afternoon,4,3
2022-03-03 12:09:25,vegetables,gold,1.99,3,5.97,debit card,3,Mar,2022,3,Thursday,12,Afternoon,1,2
2022-03-03 10:30:09,vegetables,basic,0.49,1,0.49,e-wallet,3,Mar,2022,3,Thursday,10,Morning,0,3
2022-03-02 19:32:20,vegetables,standard,4.99,3,14.97,credit card,3,Mar,2022,2,Wednesday,19,Evening,4,1
2022-03-04 09:52:31,vegetables,non-member,1.49,2,2.98,credit card,3,Mar,2022,4,Friday,9,Morning,2,1
2022-03-07 17:07:13,vegetables,premium,2.49,1,2.49,cash,3,Mar,2022,7,Monday,17,Afternoon,3,0
2022-03-03 14:07:15,vegetables,standard,0.49,2,0.98,debit card,3,Mar,2022,3,Thursday,14,Afternoon,4,2
2022-03-04 10:05:21,vegetables,non-member,1.99,3,5.97,debit card,3,Mar,2022,4,Friday,10,Morning,2,2
2022-03-07 14:25:38,vegetables,standard,1.99,3,5.97,cash,3,Mar,2022,7,Monday,14,Afternoon,4,0
2022-03-07 14:02:18,vegetables,premium,4.49,3,13.47,credit card,3,Mar,2022,7,Monday,14,Afternoon,3,1
2022-03-07 11:50:14,vegetables,non-member,1.49,3,4.47,e-wallet,3,Mar,2022,7,Monday,11,Morning,2,3
2022-03-01 15:53:12,vegetables,non-member,1.99,3,5.97,e-wallet,3,Mar,2022,1,Tuesday,15,Afternoon,2,3
2022-03-02 18:38:59,vegetables,basic,2.49,1,2.49,cash,3,Mar,2022,2,Wednesday,18,Evening,0,0
2022-03-06 09:50:07,vegetables,gold,4.19,2,8.38,cash,3,Mar,2022,6,Sunday,9,Morning,1,0
2022-03-07 13:01:21,vegetables,basic,4.19,1,4.19,e-wallet,3,Mar,2022,7,Monday,13,Afternoon,0,3
2022-03-05 15:58:51,vegetables,non-member,1.99,3,5.97,credit card,3,Mar,2022,5,Saturday,15,Afternoon,2,1
2022-03-02 10:48:17,vegetables,gold,1.99,3,5.97,e-wallet,3,Mar,2022,2,Wednesday,10,Morning,1,3
2022-03-02 17:30:49,vegetables,non-member,4.49,1,4.49,debit card,3,Mar,2022,2,Wednesday,17,Afternoon,2,2
2022-03-01 11:35:28,vegetables,basic,4.49,3,13.47,credit card,3,Mar,2022,1,Tuesday,11,Morning,0,1
2022-03-05 18:28:42,vegetables,standard,1.19,2,2.38,credit card,3,Mar,2022,5,Saturday,18,Evening,4,1
2022-03-04 12:37:37,vegetables,gold,1.49,4,5.96,credit card,3,Mar,2022,4,Friday,12,Afternoon,1,1
2022-03-06 15:02:10,vegetables,basic,4.19,1,4.19,cash,3,Mar,2022,6,Sunday,15,Afternoon,0,0
2022-03-04 18:04:39,vegetables,basic,1.99,1,1.99,debit card,3,Mar,2022,4,Friday,18,Evening,0,2
2022-03-02 13:09:21,vegetables,premium,1.49,2,2.98,credit card,3,Mar,2022,2,Wednesday,13,Afternoon,3,1
2022-03-06 15:10:45,vegetables,standard,0.49,4,1.96,credit card,3,Mar,2022,6,Sunday,15,Afternoon,4,1
2022-03-04 16:00:40,vegetables,standard,1.99,4,7.96,e-wallet,3,Mar,2022,4,Friday,16,Afternoon,4,3
2022-03-05 11:27:02,vegetables,standard,1.99,3,5.97,debit card,3,Mar,2022,5,Saturday,11,Morning,4,2
2022-03-01 17:37:17,vegetables,non-member,4.99,1,4.99,debit card,3,Mar,2022,1,Tuesday,17,Afternoon,2,2
2022-03-02 12:28:04,vegetables,gold,1.49,3,4.47,credit card,3,Mar,2022,2,Wednesday,12,Afternoon,1,1
2022-03-02 18:44:34,vegetables,premium,1.99,4,7.96,debit card,3,Mar,2022,2,Wednesday,18,Evening,3,2
2022-03-04 12:31:21,vegetables,premium,1.49,1,1.49,debit card,3,Mar,2022,4,Friday,12,Afternoon,3,2
2022-03-07 12:54:30,vegetables,standard,1.99,3,5.97,credit card,3,Mar,2022,7,Monday,12,Afternoon,4,1
2022-03-06 10:22:35,vegetables,gold,1.19,1,1.19,e-wallet,3,Mar,2022,6,Sunday,10,Morning,1,3
2022-03-03 19:37:01,vegetables,premium,1.49,1,1.49,credit card,3,Mar,2022,3,Thursday,19,Evening,3,1
2022-03-02 17:48:51,vegetables,gold,0.49,1,0.49,e-wallet,3,Mar,2022,2,Wednesday,17,Afternoon,1,3
2022-03-05 15:28:22,vegetables,premium,1.49,2,2.98,debit card,3,Mar,2022,5,Saturday,15,Afternoon,3,2
2022-03-04 11:09:56,vegetables,standard,1.99,3,5.97,debit card,3,Mar,2022,4,Friday,11,Morning,4,2
2022-03-05 17:10:43,vegetables,basic,1.49,2,2.98,e-wallet,3,Mar,2022,5,Saturday,17,Afternoon,0,3
2022-03-06 18:58:45,vegetables,standard,2.49,4,9.96,credit card,3,Mar,2022,6,Sunday,18,Evening,4,1
2022-03-04 13:39:56,vegetables,gold,1.99,4,7.96,cash,3,Mar,2022,4,Friday,13,Afternoon,1,0
2022-03-03 19:30:34,vegetables,non-member,1.99,4,7.96,cash,3,Mar,2022,3,Thursday,19,Evening,2,0
2022-03-05 12:46:35,vegetables,premium,2.49,1,2.49,e-wallet,3,Mar,2022,5,Saturday,12,Afternoon,3,3
2022-03-04 11:10:42,vegetables,non-member,0.49,1,0.49,debit card,3,Mar,2022,4,Friday,11,Morning,2,2
2022-03-07 17:36:24,vegetables,gold,1.49,4,5.96,e-wallet,3,Mar,2022,7,Monday,17,Afternoon,1,3
2022-03-01 10:07:05,vegetables,standard,1.99,3,5.97,cash,3,Mar,2022,1,Tuesday,10,Morning,4,0
2022-03-02 11:12:03,vegetables,gold,4.49,2,8.98,cash,3,Mar,2022,2,Wednesday,11,Morning,1,0
2022-03-01 09:48:48,vegetables,non-member,4.19,1,4.19,debit card,3,Mar,2022,1,Tuesday,9,Morning,2,2
2022-03-03 11:17:11,vegetables,premium,4.99,3,14.97,cash,3,Mar,2022,3,Thursday,11,Morning,3,0
2022-03-04 12:44:53,vegetables,standard,4.19,2,8.38,debit card,3,Mar,2022,4,Friday,12,Afternoon,4,2
2022-03-06 14:37:05,vegetables,basic,2.49,3,7.470000000000001,credit card,3,Mar,2022,6,Sunday,14,Afternoon,0,1
2022-03-02 10:01:55,vegetables,basic,2.49,2,4.98,debit card,3,Mar,2022,2,Wednesday,10,Morning,0,2
2022-03-03 10:56:29,vegetables,basic,1.49,4,5.96,e-wallet,3,Mar,2022,3,Thursday,10,Morning,0,3
2022-03-03 19:22:07,vegetables,gold,4.19,1,4.19,credit card,3,Mar,2022,3,Thursday,19,Evening,1,1
2022-03-04 17:52:52,vegetables,gold,1.49,3,4.47,cash,3,Mar,2022,4,Friday,17,Afternoon,1,0
2022-03-05 10:26:57,vegetables,basic,1.99,4,7.96,credit card,3,Mar,2022,5,Saturday,10,Morning,0,1
2022-03-07 18:04:13,vegetables,gold,4.19,4,16.76,debit card,3,Mar,2022,7,Monday,18,Evening,1,2
2022-03-02 11:37:22,vegetables,basic,2.49,4,9.96,debit card,3,Mar,2022,2,Wednesday,11,Morning,0,2
2022-03-02 19:35:17,vegetables,non-member,1.19,3,3.57,debit card,3,Mar,2022,2,Wednesday,19,Evening,2,2
2022-03-07 14:59:29,vegetables,premium,1.49,2,2.98,e-wallet,3,Mar,2022,7,Monday,14,Afternoon,3,3
2022-03-06 15:35:44,vegetables,gold,2.49,2,4.98,debit card,3,Mar,2022,6,Sunday,15,Afternoon,1,2
2022-03-04 18:16:11,vegetables,premium,1.99,3,5.97,debit card,3,Mar,2022,4,Friday,18,Evening,3,2
2022-03-03 09:24:46,vegetables,gold,1.19,1,1.19,credit card,3,Mar,2022,3,Thursday,9,Morning,1,1
2022-03-06 14:23:55,vegetables,gold,1.49,2,2.98,cash,3,Mar,2022,6,Sunday,14,Afternoon,1,0
2022-03-03 12:15:37,vegetables,basic,2.49,1,2.49,cash,3,Mar,2022,3,Thursday,12,Afternoon,0,0
2022-03-04 12:14:39,vegetables,non-member,4.99,4,19.96,e-wallet,3,Mar,2022,4,Friday,12,Afternoon,2,3
2022-03-01 09:55:51,vegetables,non-member,4.99,2,9.98,credit card,3,Mar,2022,1,Tuesday,9,Morning,2,1
2022-03-02 11:00:55,vegetables,premium,0.49,2,0.98,debit card,3,Mar,2022,2,Wednesday,11,Morning,3,2
2022-03-02 12:56:45,vegetables,standard,1.19,4,4.76,credit card,3,Mar,2022,2,Wednesday,12,Afternoon,4,1
2022-03-06 11:15:34,vegetables,premium,1.99,1,1.99,cash,3,Mar,2022,6,Sunday,11,Morning,3,0
2022-03-07 14:43:37,vegetables,standard,1.49,3,4.47,e-wallet,3,Mar,2022,7,Monday,14,Afternoon,4,3
2022-03-04 19:13:32,vegetables,gold,4.99,3,14.97,debit card,3,Mar,2022,4,Friday,19,Evening,1,2
2022-03-02 18:39:36,vegetables,standard,1.99,4,7.96,credit card,3,Mar,2022,2,Wednesday,18,Evening,4,1
2022-03-06 19:47:30,vegetables,gold,1.49,3,4.47,e-wallet,3,Mar,2022,6,Sunday,19,Evening,1,3
2022-03-01 17:08:05,vegetables,standard,1.99,3,5.97,credit card,3,Mar,2022,1,Tuesday,17,Afternoon,4,1
2022-03-01 17:49:45,vegetables,basic,1.99,4,7.96,debit card,3,Mar,2022,1,Tuesday,17,Afternoon,0,2
2022-03-05 13:03:36,vegetables,basic,1.19,4,4.76,debit card,3,Mar,2022,5,Saturday,13,Afternoon,0,2
2022-03-03 12:57:51,vegetables,premium,4.19,4,16.76,debit card,3,Mar,2022,3,Thursday,12,Afternoon,3,2
2022-03-03 16:26:35,vegetables,standard,0.49,1,0.49,credit card,3,Mar,2022,3,Thursday,16,Afternoon,4,1
2022-03-02 10:47:23,vegetables,premium,4.49,2,8.98,debit card,3,Mar,2022,2,Wednesday,10,Morning,3,2
2022-03-04 19:18:55,vegetables,standard,1.99,3,5.97,credit card,3,Mar,2022,4,Friday,19,Evening,4,1
2022-03-01 16:43:47,vegetables,premium,4.99,2,9.98,debit card,3,Mar,2022,1,Tuesday,16,Afternoon,3,2
2022-03-06 09:00:27,vegetables,standard,4.99,2,9.98,credit card,3,Mar,2022,6,Sunday,9,Morning,4,1
2022-03-02 12:52:30,vegetables,basic,1.49,4,5.96,credit card,3,Mar,2022,2,Wednesday,12,Afternoon,0,1
2022-03-06 15:34:59,vegetables,gold,1.49,1,1.49,credit card,3,Mar,2022,6,Sunday,15,Afternoon,1,1
2022-03-05 14:17:12,vegetables,standard,1.49,3,4.47,debit card,3,Mar,2022,5,Saturday,14,Afternoon,4,2
2022-03-02 10:59:56,vegetables,basic,1.49,4,5.96,cash,3,Mar,2022,2,Wednesday,10,Morning,0,0
2022-03-04 13:50:08,vegetables,standard,1.49,4,5.96,cash,3,Mar,2022,4,Friday,13,Afternoon,4,0
2022-03-02 13:46:15,vegetables,non-member,0.49,1,0.49,debit card,3,Mar,2022,2,Wednesday,13,Afternoon,2,2
2022-03-07 09:52:23,vegetables,basic,1.49,2,2.98,e-wallet,3,Mar,2022,7,Monday,9,Morning,0,3
2022-03-03 16:39:19,vegetables,gold,1.99,2,3.98,debit card,3,Mar,2022,3,Thursday,16,Afternoon,1,2
2022-03-06 09:35:24,vegetables,basic,1.49,1,1.49,cash,3,Mar,2022,6,Sunday,9,Morning,0,0
2022-03-05 14:40:52,vegetables,basic,1.49,4,5.96,credit card,3,Mar,2022,5,Saturday,14,Afternoon,0,1
2022-03-05 14:04:47,vegetables,standard,2.49,1,2.49,cash,3,Mar,2022,5,Saturday,14,Afternoon,4,0
2022-03-01 16:11:02,vegetables,non-member,1.49,4,5.96,credit card,3,Mar,2022,1,Tuesday,16,Afternoon,2,1
2022-03-07 13:41:11,vegetables,gold,4.49,4,17.96,cash,3,Mar,2022,7,Monday,13,Afternoon,1,0
2022-03-02 18:43:39,vegetables,standard,0.49,4,1.96,credit card,3,Mar,2022,2,Wednesday,18,Evening,4,1
2022-03-01 10:46:59,vegetables,gold,1.49,1,1.49,credit card,3,Mar,2022,1,Tuesday,10,Morning,1,1
2022-03-07 13:30:48,vegetables,gold,4.49,1,4.49,debit card,3,Mar,2022,7,Monday,13,Afternoon,1,2
2022-03-03 09:08:41,vegetables,premium,1.19,4,4.76,credit card,3,Mar,2022,3,Thursday,9,Morning,3,1
2022-03-07 12:19:04,vegetables,non-member,0.49,1,0.49,credit card,3,Mar,2022,7,Monday,12,Afternoon,2,1
2022-03-01 17:21:58,vegetables,non-member,1.99,1,1.99,credit card,3,Mar,2022,1,Tuesday,17,Afternoon,2,1
2022-03-06 15:05:04,vegetables,premium,1.49,2,2.98,cash,3,Mar,2022,6,Sunday,15,Afternoon,3,0
2022-03-07 12:49:50,vegetables,basic,1.49,3,4.47,credit card,3,Mar,2022,7,Monday,12,Afternoon,0,1
2022-03-04 09:17:03,vegetables,gold,1.49,4,5.96,e-wallet,3,Mar,2022,4,Friday,9,Morning,1,3
2022-03-05 11:49:12,vegetables,gold,1.19,2,2.38,debit card,3,Mar,2022,5,Saturday,11,Morning,1,2
2022-03-03 13:07:09,vegetables,gold,1.49,1,1.49,e-wallet,3,Mar,2022,3,Thursday,13,Afternoon,1,3
2022-03-05 16:07:45,vegetables,premium,4.99,3,14.97,debit card,3,Mar,2022,5,Saturday,16,Afternoon,3,2
2022-03-01 13:25:59,vegetables,non-member,1.19,1,1.19,cash,3,Mar,2022,1,Tuesday,13,Afternoon,2,0
2022-03-02 11:42:33,vegetables,non-member,1.99,4,7.96,debit card,3,Mar,2022,2,Wednesday,11,Morning,2,2
2022-03-03 14:55:19,vegetables,gold,4.49,3,13.47,credit card,3,Mar,2022,3,Thursday,14,Afternoon,1,1
